1001,15,30
1001,17,50
1001,18,20
1001,84,40
1001,85,40
1001,86,40
1002,20,30
1002,30,40
1002,40,50
1002,91,30
1002,92,30
1002,94,30
1003,21,5
1003,37,50
1003,48,30
1003,81,50
1003,115,40
1003,123,50
1004,55,5
1004,61,20
1004,79,10
1004,92,50
1004,94,50
1004,96,30
1005,43,30
1005,45,30
1005,51,50
1005,103,50
1005,104,30
1005,116,50
1006,10,50
1006,37,30
1006,68,30
1006,81,50
1006,97,50
1006,98,50
1007,4,40
1007,26,50
1007,37,30
1007,82,50
1007,87,40
1007,88,40
1008,31,50
1008,50,30
1008,55,10
1008,97,50
1008,112,40
1008,123,50
1009,35,10
1009,45,30
1009,55,30
1009,89,30
1009,99,50
1009,102,50
1010,3,100
1010,35,30
1010,50,50
1010,100,100
1010,101,100
1010,106,80
1011,32,10
1011,59,30
1011,71,10
1011,109,30
1011,114,30
1011,118,30
1012,34,50
1012,54,10
1012,77,10
1012,108,100
1012,115,50
1012,122,50
1013,33,30
1013,45,30
1013,65,30
1013,98,30
1013,99,30
1013,100,30
1014,19,100
1014,61,50
1014,68,30
1014,96,50
1014,113,100
1014,122,50
1015,8,50
1015,9,40
1015,10,60
1015,99,50
1015,103,100
1015,105,30
1016,26,50
1016,28,50
1016,37,30
1016,104,50
1016,107,50
1016,120,100
1017,27,30
1017,56,30
1017,58,50
1017,111,100
1017,119,60
1017,124,30
1018,21,5
1018,35,10
1018,46,50
1018,100,50
1018,107,50
1018,117,100
1019,6,50
1019,25,50
1019,38,50
1019,81,50
1019,82,50
1019,112,30
1020,20,10
1020,72,30
1020,78,30
1020,109,50
1020,113,50
1020,122,30
1021,34,30
1021,38,50
1021,39,50
1021,97,50
1021,115,50
1021,123,50
1022,4,100
1022,69,50
1022,70,50
1022,97,50
1022,111,50
1022,112,30
1023,10,100
1023,38,50
1023,40,50
1023,87,30
1023,88,30
1023,123,50
1024,61,100
1024,65,50
1024,69,50
1024,89,50
1024,117,100
1024,118,50
1025,61,30
1025,63,30
1025,75,10
1025,86,50
1025,95,50
1025,96,30
1026,56,30
1026,78,50
1026,79,30
1026,98,50
1026,99,50
1026,100,30
1027,64,50
1027,65,50
1027,67,50
1027,93,50
1027,104,30
1027,118,50
1028,28,30
1028,34,50
1028,43,50
1028,101,80
1028,117,100
1028,119,100
1029,70,50
1029,78,10
1029,80,50
1029,91,50
1029,92,50
1029,114,50
1030,63,50
1030,64,50
1030,65,50
1030,116,30
1030,120,100
1030,121,50
1031,50,30
1031,51,50
1031,61,30
1031,94,50
1031,95,50
1031,124,50
1032,1,100
1032,64,30
1032,68,30
1032,81,80
1032,82,80
1032,90,50
1033,28,10
1033,30,10
1033,37,30
1033,91,30
1033,92,30
1033,99,50
1034,71,30
1034,75,80
1034,76,80
1034,107,80
1034,108,50
1034,109,50
1035,21,5
1035,26,50
1035,37,10
1035,97,50
1035,112,30
1035,123,40
1036,31,40
1036,42,30
1036,48,30
1036,81,50
1036,112,30
1036,123,50
1037,60,30
1037,65,50
1037,68,50
1037,104,50
1037,110,50
1037,114,50
1038,8,50
1038,9,50
1038,10,50
1038,85,30
1038,94,30
1038,114,50
1039,44,50
1039,55,30
1039,66,10
1039,96,50
1039,104,30
1039,110,50
1040,36,10
1040,46,30
1040,58,30
1040,89,30
1040,90,30
1040,115,50
1041,61,30
1041,67,50
1041,71,10
1041,84,30
1041,85,30
1041,109,50
1042,3,100
1042,13,50
1042,50,30
1042,82,50
1042,97,50
1042,123,50
1043,16,30
1043,17,30
1043,19,100
1043,107,50
1043,118,30
1043,122,50
1044,11,30
1044,12,40
1044,14,30
1044,89,30
1044,90,50
1044,93,30
1045,5,100
1045,35,30
1045,48,50
1045,82,30
1045,87,30
1045,123,30
1046,8,100
1046,65,50
1046,68,50
1046,81,50
1046,84,30
1046,115,50
1047,13,10
1047,22,5
1047,23,100
1047,81,50
1047,97,50
1047,123,50
1048,72,30
1048,74,50
1048,77,10
1048,114,30
1048,118,40
1048,122,50
1049,2,100
1049,38,50
1049,42,30
1049,88,80
1049,112,50
1049,123,50
1050,4,50
1050,22,10
1050,39,100
1050,98,50
1050,102,50
1050,106,40
1051,13,50
1051,21,10
1051,37,50
1051,87,30
1051,88,30
1051,97,50
1052,20,10
1052,51,30
1052,67,30
1052,86,50
1052,91,50
1052,94,50
1053,63,50
1053,64,50
1053,65,50
1053,93,50
1053,100,30
1053,106,40
1054,8,50
1054,9,30
1054,10,40
1054,82,50
1054,86,30
1054,96,30
1055,38,50
1055,46,50
1055,48,50
1055,107,30
1055,108,50
1055,109,50
1056,8,50
1056,9,60
1056,80,50
1056,84,50
1056,94,50
1056,118,30
1057,10,50
1057,18,50
1057,19,100
1057,97,30
1057,99,50
1057,116,50
1058,69,50
1058,70,50
1058,97,30
1058,101,50
1058,123,50
1059,8,100
1059,9,80
1059,10,30
1059,103,50
1059,105,30
1060,74,100
1060,75,50
1060,76,50
1060,91,50
1060,92,50
1060,113,100
1061,43,50
1061,44,50
1061,65,50
1061,82,50
1061,112,50
1061,123,50
1062,37,100
1062,38,100
1062,56,30
1062,108,100
1062,111,100
1062,119,80
1063,8,30
1063,38,20
1063,68,10
1063,109,50
1063,110,40
1063,116,50
1064,63,30
1064,65,40
1064,68,40
1064,110,50
1064,117,100
1064,118,50
1065,31,30
1065,49,50
1065,58,50
1065,113,100
1065,114,50
1065,115,80
1066,1,100
1066,2,100
1066,68,50
1066,81,100
1066,82,100
1066,112,100
1067,33,40
1067,44,50
1067,77,10
1067,96,50
1067,114,50
1067,118,50
1068,71,50
1068,79,60
1068,80,50
1068,109,50
1068,111,100
1068,117,100
1069,39,50
1069,40,30
1069,41,50
1069,95,50
1069,98,50
1069,101,100
1070,12,50
1070,18,50
1070,19,100
1070,84,100
1070,85,50
1070,86,50
1071,19,100
1071,31,10
1071,68,50
1071,90,30
1071,97,50
1071,112,30
1072,36,10
1072,50,50
1072,51,30
1072,115,50
1072,116,50
1072,117,100
1073,1,30
1073,2,30
1073,65,20
1073,81,50
1073,82,50
1073,123,50
1074,16,50
1074,17,50
1074,18,50
1074,109,50
1074,110,50
1074,118,30
1075,54,10
1075,56,30
1075,68,10
1075,114,50
1075,118,50
1075,122,30
1076,16,50
1076,17,50
1076,61,10
1076,91,50
1076,92,50
1076,118,30
1077,40,100
1077,71,50
1077,80,100
1077,93,120
1077,94,100
1077,95,80
1078,36,10
1078,43,30
1078,45,50
1078,90,50
1078,93,100
1078,104,50
1079,1,30
1079,2,50
1079,81,50
1079,97,50
1079,112,50
1080,77,10
1080,78,30
1080,79,50
1080,109,100
1080,114,50
1080,122,100
1081,8,50
1081,24,30
1081,25,30
1081,112,50
1081,119,50
1081,123,100
1082,16,50
1082,17,50
1082,95,50
1082,101,100
1082,120,100
1083,8,50
1083,9,40
1083,10,30
1083,81,50
1083,86,50
1083,94,50
1084,10,50
1084,65,50
1084,68,50
1084,82,50
1084,96,30
1084,98,50
1085,10,40
1085,18,30
1085,19,10
1085,81,50
1085,97,100
1085,103,100
1086,9,50
1086,10,50
1086,85,30
1086,94,30
1086,96,30
1087,18,30
1087,64,50
1087,71,50
1087,100,80
1087,106,50
1087,108,100
1088,13,30
1088,14,50
1088,15,30
1088,98,50
1088,99,100
1088,107,50
1089,11,50
1089,28,30
1089,74,60
1089,87,30
1089,88,30
1089,102,100
1090,63,50
1090,64,30
1090,65,30
1090,104,60
1090,115,50
1090,117,100
1091,1,60
1091,2,60
1091,3,60
1091,81,50
1091,82,50
1091,123,50
1092,71,50
1092,75,20
1092,79,30
1092,113,50
1092,114,50
1092,122,100
1093,8,50
1093,9,50
1093,65,10
1093,86,30
1093,96,30
